,주소,스타벅스입점,광역시도,시도
581,경기도 성남시 중원구 산성대로 340-1 (중앙동)031-743-8830,1,경기도,성남시
582,"경기도 수원시 권선구 서수원로577번길 305 (금곡동, 수원모아미래도센트럴타운2단지)031-292-3615",1,경기도,수원시
583,경기도 수원시 권선구 매송고색로 543 (오목천동)031-295-3425,1,경기도,수원시
584,경기도 수원시 권선구 동수원로177번길 40 (권선동)031-222-3468,1,경기도,수원시
585,경기도 수원시 권선구 경수대로 270 (권선동)031-207-1268,1,경기도,수원시
586,경기도 수원시 권선구 효원로 274 (권선동)031-238-8392,1,경기도,수원시
587,경기도 수원시 장안구 경수대로 1038 (파장동)031-251-3550,1,경기도,수원시
588,경기도 수원시 장안구 덕영대로535번길 46 (천천동)031-269-3597,1,경기도,수원시
589,"경기도 수원시 장안구 서부로 2131, 1층 4,5,6호 2층1,2호 (율전동)031-292-7571",1,경기도,수원시
590,경기도 수원시 팔달구 권광로 265 (인계동)031-215-3477,1,경기도,수원시
591,경기도 수원시 팔달구 인계로94번길 3 (인계동)031-236-2801,1,경기도,수원시
592,경기도 수원시 팔달구 권광로 132 (인계동)031-224-5877,1,경기도,수원시
593,경기도 수원시 팔달구 매산로 11 (매산로1가)031-243-1972,1,경기도,수원시
594,경기도 수원시 팔달구 중부대로 161 (우만동) 유성주유소031-212-4969,1,경기도,수원시
595,경기도 수원시 팔달구 권광로 199 (인계동)031-226-8544,1,경기도,수원시
596,경기도 수원시 팔달구 월드컵로 205 (우만동)031-215-4516,1,경기도,수원시
597,"경기도 시흥시 서울대학로278번길 43-13 (정왕동) 106호, 107호, 108호031-498-3519",1,경기도,시흥시
598,경기도 시흥시 비둘기공원로 10 (대야동)031-435-3497,1,경기도,시흥시
599,경기도 시흥시 서해안로 699 (정왕동)031-8072-3672,1,경기도,시흥시
600,경기도 시흥시 서해안로 699 (정왕동)031-8072-3638,1,경기도,시흥시
601,경기도 시흥시 중심상가2길 20-5 (정왕동)031-434-8550,1,경기도,시흥시
602,경기도 안산시 단원구 고잔로 72 (고잔동)031-405-3597,1,경기도,안산시
603,경기도 안산시 단원구 적금로 120 (고잔동)031-414-3437,1,경기도,안산시
604,경기도 안산시 단원구 원포공원1로 46 (초지동) 이마트031-405-9839,1,경기도,안산시
605,"경기도 안산시 단원구 광덕대로 154, ,771-4 로데오타운1층 (고잔동)031-405-0678",1,경기도,안산시
606,"경기도 안산시 단원구 고잔로 102, 스타타워 1층 (고잔동)031-410-9658",1,경기도,안산시
607,경기도 안산시 단원구 중앙대로 907 (고잔동)031-439-8214,1,경기도,안산시
608,경기도 안산시 단원구 중앙대로 397 (신길동)031-494-4507,1,경기도,안산시
609,경기도 안성시 중앙로 308 (석정동)031-671-3610,1,경기도,안성시
610,"경기도 안성시 중앙로 395, 1층 1~2층 (대천동)031-671-9565",1,경기도,안성시
611,경기도 안양시 동안구 관악대로 234 (비산동)031-387-3537,1,경기도,안양시
612,경기도 안양시 동안구 시민대로 180 (호계동)031-340-8940,1,경기도,안양시
613,경기도 안양시 동안구 엘에스로 23-8 (호계동)031-451-3254,1,경기도,안양시
614,경기도 안양시 동안구 평촌대로 123 (호계동)031-476-3325,1,경기도,안양시
615,경기도 안양시 동안구 관평로 182 (관양동)031-388-6889,1,경기도,안양시
616,경기도 안양시 동안구 시민대로 311 금강스마트 빌딩 1층(관양동1746)031-426-8918,1,경기도,안양시
617,경기도 안양시 동안구 경수대로 821 (비산동)031-441-8940,1,경기도,안양시
618,"경기도 안양시 동안구 시민대로 230, 평촌아크로타워상가동 2층 8호 (관양동)031-387-8201",1,경기도,안양시
619,경기도 안양시 동안구 평촌대로 223 (호계동)031-381-8399,1,경기도,안양시
620,"경기도 안양시 동안구 흥안대로 519, 아이퍼스트타워 1~2층 (관양동)031-425-7566",1,경기도,안양시
621,경기도 안양시 만안구 장내로 149번길 (안양동)53031-441-8960,1,경기도,안양시
622,경기도 안양시 만안구 경수대로 1397 (석수동)031-474-8928,1,경기도,안양시
623,경기도 안양시 만안구 안양로292번길 36 (안양동)031-443-0346,1,경기도,안양시
624,경기도 양주시 회천남로 76 (옥정동)031-863-3781,1,경기도,양주시
625,경기도 양주시 독바위로 35 (덕정동)031-862-3668,1,경기도,양주시
626,경기도 양주시 부흥로 1872 (광사동)031-821-3545,1,경기도,양주시
627,경기도 양주시 고읍남로 20 (광사동)031-821-8952,1,경기도,양주시
628,"경기도 오산시 경기대로 50, B동 (갈곶동)031-376-3561",1,경기도,오산시
629,경기도 오산시 원동로 74(원동)031-374-7904,1,경기도,오산시
630,경기도 오산시 운천로 61031-376-8872,1,경기도,오산시
631,경기도 용인시 기흥구 중부대로 769-6 (상하동)031-286-3575,1,경기도,용인시
632,"경기도 용인시 기흥구 기흥역로 63 (구갈동, 기흥역 힐스테이트)031-282-3715",1,경기도,용인시
633,경기도 용인시 기흥구 용구대로 1877 (보라동)031-282-3551,1,경기도,용인시
634,경기도 용인시 기흥구 어정로 102 (상하동)031-283-3248,1,경기도,용인시
635,경기도 용인시 기흥구 용구대로 2330031-284-2958,1,경기도,용인시
636,경기도 용인시 기흥구 구갈로 71-18 (신갈동)031-282-5766,1,경기도,용인시
637,경기도 용인시 기흥구 중부대로 56031-273-8703,1,경기도,용인시
638,"경기도 용인시 기흥구 죽전로 20, 죽전누리에뜰상가 (보정동)031-276-8570",1,경기도,용인시
639,경기도 용인시 기흥구 용구대로 2457 (보정동)031-286-7352,1,경기도,용인시
640,"경기도 용인시 기흥구 강남로 3, 강남&플러스 1층(구갈동)031-283-8335",1,경기도,용인시
641,경기도 용인시 처인구 포곡읍 에버랜드로 199 070-8803-0022,1,경기도,용인시
642,경기도 용인시 처인구 중부대로 1130031-322-3248,1,경기도,용인시
643,경기도 용인시 처인구 금령로 60 (김량장동)031-339-8634,1,경기도,용인시
644,경기도 의왕시 안양판교로 89 (포일동)031-423-3378,1,경기도,의왕시
645,경기도 의정부시 경의로 31 (의정부동)031-837-3571,1,경기도,의정부시
646,경기도 의정부시 금신로 63 031-826-3675,1,경기도,의정부시
647,경기도 의정부시 시민로 468 (용현동)031-841-3503,1,경기도,의정부시
648,경기도 의정부시 평화로 540 (의정부동)031-847-3509,1,경기도,의정부시
649,경기도 의정부시 천보로 68 (민락동)031-851-3372,1,경기도,의정부시
650,경기도 의정부시 평화로 341 (호원동)031-875-3312,1,경기도,의정부시
651,경기도 의정부시 비우로 119 (가능동)031-871-8995,1,경기도,의정부시
652,"경기도 의정부시 청사로48번길 7, 대송프라자 (금오동)031-853-3640",1,경기도,의정부시
653,"경기도 의정부시 평화로 525, 신세계백화점 2층 (의정부동)031-8082-0255",1,경기도,의정부시
654,"경기도 의정부시 평화로 525, 신세계백화점 6층 (의정부동)031-8082-0630",1,경기도,의정부시
655,경기도 이천시 이섭대천로 1445 (증포동)031-637-3596,1,경기도,이천시
656,경기도 이천시 경충대로 3045 (사음동)031-638-3407,1,경기도,이천시
657,"경기도 이천시 부발읍 경충대로 2100, 외 101호,102호,201호031-635-8651",1,경기도,이천시
658,경기도 이천시 중부대로 중부고속도로 82031-637-9488,1,경기도,이천시
659,경기도 이천시 중리천로 84 (중리동)031-637-8464,1,경기도,이천시
660,경기도 포천시 호국로 925 (선단동)031-543-3457,1,경기도,포천시
661,"경기도 포천시 소흘읍 솔모루로 55, 뉴스토리솔모루빌딩031-542-9632",1,경기도,포천시
662,경기도 하남시 미사강변남로 35 (망월동)031-792-3644,1,경기도,하남시
663,경기도 하남시 학암동 90-33 위례스타필드031-8097-1167,1,경기도,하남시
664,경기도 하남시 아리수로 570 (망월동)031-792-3712,1,경기도,하남시
665,경기도 하남시 미사강변북로30번길 130 (망월동)031-794-3396,1,경기도,하남시
666,경기도 하남시 미사대로 750 (신장동)031-8072-8283,1,경기도,하남시
667,경기도 하남시 미사대로 750 (신장동)031-8072-1898,1,경기도,하남시
668,경기도 하남시 미사대로 750 (신장동)031-8072-8339,1,경기도,하남시
669,경기도 하남시 신장로 130031-793-7866,1,경기도,하남시
670,경기도 하남시 대청로 34 (신장동)031-795-8724,1,경기도,하남시
671,경기도 화성시 향남읍 발안로 111 031-366-5483,1,경기도,화성시
672,"경기도 화성시 동탄대로시범길 134 (청계동, 시범 반도유보라 아이비파크4.0)031-377-3594",1,경기도,화성시
673,경기도 화성시 동탄지성로 201 (능동)031-226-3528,1,경기도,화성시
674,경기도 화성시 동탄대로 495 (오산동)031-373-3484,1,경기도,화성시
675,경기도 화성시 효행로 1013 (진안동)031-226-3277,1,경기도,화성시
676,경기도 화성시 동탄순환대로 692 (영천동)031-378-3290,1,경기도,화성시
677,경기도 화성시 영통로 43 (반월동)031-203-6994,1,경기도,화성시
678,경기도 화성시 동탄지성로 104 센트럴파티오031-613-4542,1,경기도,화성시
679,"경기도 화성시 메타폴리스로 54, 동탄파라곤2상가 (반송동)031-8015-3584",1,경기도,화성시
680,"경기도 화성시 동탄지성로 17, 풍성 위버폴리스  (반송동)031-613-8162",1,경기도,화성시
681,"경기도 화성시 동탄중앙로 376, 동탄이마트 1층 (석우동)031-8015-5391",1,경기도,화성시
682,경기도 고양시 덕양구 고양대로 1955 (동산동)031-5173-3028,1,경기도,고양시
683,경기도 고양시 덕양구 고양대로 1955 (동산동)031-5173-1038,1,경기도,고양시
684,경기도 고양시 덕양구 고양대로 1955 (동산동)031-5173-1065,1,경기도,고양시
685,경기도 고양시 덕양구 고양대로 1955 (동산동)031-5173-3039,1,경기도,고양시
686,경기도 고양시 덕양구 신원동 628-202-371-3271,1,경기도,고양시
687,경기도 고양시 덕양구 호국로 1775 (고양동)031-965-4579,1,경기도,고양시
688,경기도 고양시 덕양구 충장로 14 (행신동)031-973-3234,1,경기도,고양시
689,경기도 고양시 덕양구 호국로 811 (주교동)031-965-7850,1,경기도,고양시
690,경기도 고양시 덕양구 화신로272번길 57 (화정동)031-938-8338,1,경기도,고양시
691,경기도 고양시 덕양구 화신로260번길 57 (화정동)031-973-8530,1,경기도,고양시
692,경기도 성남시 수정구 위례광장로 104 (창곡동)031-751-3485,1,경기도,성남시
693,경기도 성남시 수정구 수정로 201 (태평1동) 신세계쉐덴031-751-3219,1,경기도,성남시
694,경기도 여주시 세종로 358 (점봉동)_1031-883-3561,1,경기도,여주시
695,경기도 여주시 명품로 360 2004호 (상거동)031-880-1631,1,경기도,여주시
696,경기도 여주시 명품로 360 2400호 (상거동)031-880-1633,1,경기도,여주시
697,경기도 평택시 비전5로 20-24 (비전동)031-618-3761,1,경기도,평택시
698,경기도 평택시 경기대로 1353 (서정동)031-664-3646,1,경기도,평택시
699,경기도 평택시 중앙2로 13 (평택동)031-651-3959,1,경기도,평택시
700,경기도 평택시 평택로 51 (평택동) 평택역031-646-6150,1,경기도,평택시
701,경기도 평택시 관광특구로 38 (서정동)031-611-8614,1,경기도,평택시
702,경기도 고양시 일산서구 대화동 1050-185031-929-5315,1,경기도,고양시
703,경기도 고양시 일산서구 하이파크2로 67 (덕이동)031-919-3453,1,경기도,고양시
704,경기도 고양시 일산서구 탄중로 106 (덕이동)031-919-3353,1,경기도,고양시
705,경기도 고양시 일산서구 일산로 541 (일산동)031-921-8919,1,경기도,고양시
706,경기도 고양시 일산서구 대화동 킨텍스로 171031-912-8924,1,경기도,고양시
707,경기도 고양시 일산서구 일현로 97-11 (일산위브더제니스스퀘어1동147~151)031-913-8712,1,경기도,고양시
708,"경기도 고양시 일산서구 중앙로 1559, 시티타워 1~2층 (대화동)031-918-8674",1,경기도,고양시
709,"경기도 고양시 일산서구 중앙로 1420, 1층 (주엽동)031-911-8660",1,경기도,고양시
710,"경기도 고양시 일산서구 중앙로 1456, 서현프라자 112호 ,113호,114호 (주엽동)031-913-8206",1,경기도,고양시
711,"경기도 김포시 김포한강4로 487 (구래동, 한강신도시 반도유보라 4차)031-985-3653",1,경기도,김포시
712,"경기도 김포시 김포한강2로 41 (장기동, E편한세상 캐널시티)031-986-3530",1,경기도,김포시
713,경기도 김포시 중봉로 27 (감정동)031-987-3418,1,경기도,김포시
714,경기도 김포시 김포한강11로 288-32031-989-4922,1,경기도,김포시
715,경기도 김포시 김포한강7로 71031-996-3065,1,경기도,김포시
716,경기도 김포시 풍무로 45 (풍무동)031-998-6728,1,경기도,김포시
717,경기도 김포시 사우중로 35 (사우동)031-985-6745,1,경기도,김포시
718,"경기도 김포시 김포한강4로 117, 홍우프라자 102~105호 (장기동)031-998-7586",1,경기도,김포시
719,경기도 부천시 부천로 97 (심곡동)032-611-3414,1,경기도,부천시
720,경기도 부천시 송내대로 239 (상동)032-624-7342,1,경기도,부천시
721,경기도 부천시 부흥로 193 (중동)032-614-3212,1,경기도,부천시
722,경기도 부천시 길주로 281 (중동) 동화빌딩032-322-4921,1,경기도,부천시
723,경기도 부천시 신흥로 161 (중동)032-322-6730,1,경기도,부천시
724,"경기도 부천시 길주로 181, 102,103,104,110,111,112호 (중동)032-327-9646",1,경기도,부천시
725,경기도 수원시 영통구 광교중앙로248번길 7-2 (하동)031-213-3682,1,경기도,수원시
726,경기도 수원시 영통구 대학로 47 (이의동)031-217-3676,1,경기도,수원시
727,경기도 수원시 영통구 광교중앙로 145 (이의동)031-217-3654,1,경기도,수원시
728,경기도 수원시 영통구 덕영대로 1566 (영통동)031-204-3648,1,경기도,수원시
729,경기도 수원시 영통구 덕영대로 1467031-273-8972,1,경기도,수원시
730,경기도 수원시 영통구 센트럴타운로 85 (이의동) 광교C1호반베르디움031-215-8909,1,경기도,수원시
731,경기도 수원시 영통구 삼성로 2 트레이더스수원점 (신동)031-204-7803,1,경기도,수원시
732,경기도 수원시 영통구 덕영대로 1695 (영통동)031-206-8747,1,경기도,수원시
733,경기도 수원시 영통구 영통로 195 (망포동)031-205-6575,1,경기도,수원시
734,경기도 수원시 영통구 광교로 191(이의동)031-217-2955,1,경기도,수원시
735,"경기도 수원시 영통구 봉영로 1617, 훼미리타워 1층 (영통동)031-201-1880",1,경기도,수원시
736,"경기도 안산시 상록구 성안길 82-3, B동 1층 (사동)031-415-8654",1,경기도,안산시
737,"경기도 안산시 상록구 광덕1로 379, 한남빌딩 1~2층 (이동)031-419-8664",1,경기도,안산시
738,경기도 양평군 양평읍 시민로 75 031-775-3492,1,경기도,양평군
739,"경기도 용인시 수지구 용구대로 2750 (죽전동, 죽전 효성해링턴 플레이스)031-272-3686",1,경기도,용인시
740,경기도 용인시 수지구 죽전로168번길 18 (죽전동)031-898-3610,1,경기도,용인시
741,경기도 용인시 수지구 손곡로 031-276-5822,1,경기도,용인시
742,경기도 용인시 수지구 현암로 140 (죽전동)031-266-8797,1,경기도,용인시
743,경기도 용인시 수지구 성복2로 55 (성복동)031-263-9808,1,경기도,용인시
744,경기도 용인시 수지구 광교마을로 41 (상현동)031-213-8641,1,경기도,용인시
745,"경기도 용인시 수지구 포은대로 536, (주)신세계백화점경기점 8층 (죽전동)031-695-1910",1,경기도,용인시
746,"경기도 용인시 수지구 포은대로 552, 이마트 죽전점 1층 (죽전동)031-898-1833",1,경기도,용인시
747,"경기도 용인시 수지구 포은대로 536, (주)신세계백화점경기점 4층 (죽전동)031-695-1791",1,경기도,용인시
748,경기도 용인시 수지구 수지로 203 (신봉동)031-272-8362,1,경기도,용인시
749,"경기도 용인시 수지구 수지로296번길 51-11, 비즈마루빌딩 1층 101호 (풍덕천동)031-276-7494",1,경기도,용인시
750,경기도 파주시 야당동 1066-3031-948-3558,1,경기도,파주시
751,경기도 파주시 문화로 109 (금촌동)031-947-3625,1,경기도,파주시
752,"경기도 파주시 금릉역로 84, 청원센트럴타워 1층 (금촌동)031-947-8692",1,경기도,파주시
753,경기도 파주시 와석순환로 135031-945-2751,1,경기도,파주시
754,경기도 파주시 탄현면 필승로 200031-8071-7389,1,경기도,파주시
755,경기도 동두천시 지행로 55 (지행동)031-859-3732,1,경기도,동두천시
756,경기도 동두천시 평화로 2254 (지행동)031-868-3251,1,경기도,동두천시
757,광주광역시 광산구 임방울대로 156 (운남동)062-953-3621,1,광주광역시,광산구
758,광주광역시 광산구 용아로 342 (산정동)062-954-3595,1,광주광역시,광산구
759,광주광역시 광산구 사암로 367 (산정동)062-954-3446,1,광주광역시,광산구
760,광주광역시 광산구 상무대로205번길 6 (송정동)062-942-3360,1,광주광역시,광산구
761,광주광역시 광산구 임방울대로 487 (수완동)062-952-3291,1,광주광역시,광산구
762,광주광역시 광산구 목련로 335 (신가동)062-962-6855,1,광주광역시,광산구
763,광주광역시 광산구 첨단중앙로 158 (쌍암동)062-972-9805,1,광주광역시,광산구
764,광주광역시 광산구 장신로 85 (장덕동)062-959-8706,1,광주광역시,광산구
765,"광주광역시 광산구 사암로216번길 38-16, 1~2층 (우산동)062-959-8679",1,광주광역시,광산구
766,광주광역시 광산구 첨단중앙로 104 (월계동)062-971-8719,1,광주광역시,광산구
767,"광주광역시 광산구 장신로 134, 1~2층 (수완동)062-962-8384",1,광주광역시,광산구
768,광주광역시 남구 회재로 1256 (주월동)062-673-3691,1,광주광역시,남구
769,광주광역시 남구 제석로 104 (봉선동)062-653-3591,1,광주광역시,남구
770,광주광역시 남구 서문대로 665 (진월동)062-672-3385,1,광주광역시,남구
771,광주광역시 남구 대남대로 67 (방림동)062-654-3277,1,광주광역시,남구
772,광주광역시 남구 봉선중앙로 51 (봉선동)062-653-7844,1,광주광역시,남구
773,광주광역시 남구 서문대로 745 (주월동)062-675-9556,1,광주광역시,남구
774,"광주광역시 남구 봉선로 176, 1층 101,111호 (봉선동)062-651-8363",1,광주광역시,남구
775,광주광역시 동구 무등로 592 (산수동)062-223-3537,1,광주광역시,동구
776,광주광역시 동구 중앙로160번길 14 (황금동)062-233-7854,1,광주광역시,동구
777,광주광역시 동구 증심사길 16 (운림동)062-223-8710,1,광주광역시,동구
778,광주광역시 동구 충장로 93-5 (금남로2가)062-233-1849,1,광주광역시,동구
779,광주광역시 동구 충장로 65 (충장로3가)062-224-8344,1,광주광역시,동구
780,광주광역시 동구 서석로 43 (충장로1가)062-223-8432,1,광주광역시,동구
781,광주광역시 동구 지산로 3 (서석동)062-222-9574,1,광주광역시,동구
782,광주광역시 북구 서암대로 93 (신안동)062-511-3594,1,광주광역시,북구
783,광주광역시 북구 설죽로 339 (매곡동)062-573-3454,1,광주광역시,북구
784,광주광역시 북구 삼정로 4 (두암동)062-252-3427,1,광주광역시,북구
785,광주광역시 북구 설죽로 518 (일곡동)062-575-3394,1,광주광역시,북구
786,광주광역시 북구 서방로9번길 30 (중흥동)062-251-3202,1,광주광역시,북구
787,광주광역시 북구 북문대로 78 (운암동)062-511-8950,1,광주광역시,북구
788,광주광역시 북구 첨단연신로 101 (신용동)062-572-9949,1,광주광역시,북구
789,광주광역시 북구 임방울대로 1016 (신용동)062-574-1911,1,광주광역시,북구
790,"광주광역시 북구 우치로 110, 1,2,3층 (용봉동)062-251-0604",1,광주광역시,북구
791,광주광역시 북구 저불로 45 (용봉동)062-523-8471,1,광주광역시,북구
792,광주광역시 서구 죽봉대로 33 (화정동)062-352-3682,1,광주광역시,서구
793,광주광역시 서구 상무대로 847 (쌍촌동)062-373-3685,1,광주광역시,서구
794,광주광역시 서구 상무대로 1080062-362-3539,1,광주광역시,서구
795,광주광역시 서구 상무중앙로 46 (치평동) 1층062-375-3326,1,광주광역시,서구
796,광주광역시 서구 운천로 253 (치평동) 103호062-371-3264,1,광주광역시,서구
797,광주광역시 서구 풍암2로 8 (풍암동) 한아름빌딩062-674-3203,1,광주광역시,서구
798,광주광역시 서구 운천로 107 (쌍촌동)062-381-7905,1,광주광역시,서구
799,"광주광역시 서구 상무중앙로 90, 눈높이상무센터 1층 (치평동)062-372-8684",1,광주광역시,서구
800,"광주광역시 서구 하남대로 672-1, 1층 (동천동)062-514-3667",1,광주광역시,서구
801,광주광역시 서구 무진대로 932 번지 신세계 백화점 1층062-360-1137,1,광주광역시,서구
802,광주광역시 서구 상무중앙로 75 (치평동)062-385-8040,1,광주광역시,서구
803,"광주광역시 서구 상무자유로 173, 1층 (치평동)062-375-8381",1,광주광역시,서구
804,"광주광역시 서구 상무중앙로 7, 1층 (치평동)062-381-8393",1,광주광역시,서구
805,"광주광역시 서구 죽봉대로 61, 패션스트리트 B01호 (화정동)062-352-8437",1,광주광역시,서구
806,대구광역시 달서구 달구벌대로 1035 (신당동)053-584-3740,1,대구광역시,달서구
807,대구광역시 달서구 와룡로 169 053-552-3634,1,대구광역시,달서구
808,대구광역시 달서구 월곡로 225 (상인동)053-637-3568,1,대구광역시,달서구
809,대구광역시 달서구 달구벌대로 1710 (두류동)053-622-3607,1,대구광역시,달서구
810,대구광역시 달서구 월배로 315 (송현동)053-622-3542,1,대구광역시,달서구
811,대구광역시 달서구 월배로 91 (진천동)053-644-3317,1,대구광역시,달서구
812,대구광역시 달서구 상화로 314 (도원동)053-637-3256,1,대구광역시,달서구
813,대구광역시 달서구 조암로 41 (월성동)053-632-3360,1,대구광역시,달서구
814,대구광역시 달서구 계대동문로 108053-586-6798,1,대구광역시,달서구
815,대구광역시 달서구 화암로 379053-638-3255,1,대구광역시,달서구
816,대구광역시 달서구 달구벌대로 1393053-592-8990,1,대구광역시,달서구
817,대구광역시 달서구 와룡로 131 053-567-8932,1,대구광역시,달서구
818,대구광역시 달서구 월배로 210 (상인동)053-642-8936,1,대구광역시,달서구
819,대구광역시 달서구 달구벌대로 1798 (두류동)053-622-7851,1,대구광역시,달서구
820,대구광역시 달서구 월곡로 334 (상인동)053-638-9831,1,대구광역시,달서구
821,대구광역시 달서구 계대동문로 13 (신당동)053-583-8301,1,대구광역시,달서구
822,"대구광역시 달서구 이곡공원로 26, 이곡메디컬빌딩 (이곡동)053-583-8474",1,대구광역시,달서구
823,대구광역시 달서구 구마로 265 (성당동)053-624-8543,1,대구광역시,달서구
824,대구광역시 동구 동부로 149 신세계백화점 대구점 3층053-661-6344,1,대구광역시,동구
825,대구광역시 동구 동부로 149 신세계백화점 대구점 8층053-661-6887,1,대구광역시,동구
826,대구광역시 동구 동대구로 422 (신천동)053-756-3217,1,대구광역시,동구
827,대구광역시 동구 파계로 650053-986-8895,1,대구광역시,동구
828,대구광역시 동구 팔공로51길 15-11  (봉무동)053-986-7768,1,대구광역시,동구
829,대구광역시 동구 동부로30길 12 (신천동)053-742-8417,1,대구광역시,동구
830,대구광역시 동구 효동로2길 45 (효목동)053-939-8564,1,대구광역시,동구
831,"대구광역시 동구 안심로 389-2, 이마트 1층 (신서동)053-965-8389",1,대구광역시,동구
832,대구광역시 서구 서대구로 89 (평리1동)053-521-8996,1,대구광역시,서구
833,대구광역시 수성구 화랑로 112 (만촌동)053-744-3614,1,대구광역시,수성구
834,대구광역시 수성구 동대구로 305 (범어동)053-753-3652,1,대구광역시,수성구
835,대구광역시 수성구 용학로 56 (두산동)053-765-3327,1,대구광역시,수성구
836,대구광역시 수성구 명덕로 460 (수성동3가)053-768-3512,1,대구광역시,수성구
837,대구광역시 수성구 들안로 342 (수성동4가)053-755-3286,1,대구광역시,수성구
838,대구광역시 수성구 수성로 243 (중동)053-764-3435,1,대구광역시,수성구
839,대구광역시 수성구 청수로 51 (중동)053-762-3284,1,대구광역시,수성구
840,대구광역시 수성구 무학로 29(상동)053-768-1997,1,대구광역시,수성구
841,대구광역시 수성구 청수로 164 (지산동)053-767-3226,1,대구광역시,수성구
842,대구광역시 수성구 동대구로 401 (범어동) 삼성화재사옥053-752-8947,1,대구광역시,수성구
843,대구광역시 수성구 달구벌대로 3216 (신매동)053-795-7879,1,대구광역시,수성구
844,대구광역시 수성구 동대구로 376 (범어동)053-745-8673,1,대구광역시,수성구
845,"대구광역시 수성구 달구벌대로 2636, , 853-25번지 (만촌동)053-745-8619",1,대구광역시,수성구
846,"대구광역시 수성구 수성로 393, 수성하이츠 1층 (수성동4가)053-754-8662",1,대구광역시,수성구
847,"대구광역시 수성구 지범로 191, 동아백화점수성점 1,2 층 (범물동)053-782-1875",1,대구광역시,수성구
848,대구광역시 수성구 동대구로 95 (두산동)053-763-8411,1,대구광역시,수성구
849,대구광역시 수성구 수성못길 4 (두산동)053-761-8413,1,대구광역시,수성구
850,"대구광역시 수성구 달구벌대로 2435, 두산위브더제니스아파트 상가 1층 110호 (범어동)053-743-9536",1,대구광역시,수성구
851,대구광역시 중구 국채보상로 611 (문화동)053-423-3546,1,대구광역시,중구
852,대구광역시 중구 달구벌대로415길 1 (계산동2가)053-254-3410,1,대구광역시,중구
853,대구광역시 중구 국채보상로 582 (남일동)053-424-3326,1,대구광역시,중구
854,대구광역시 중구 국채보상로 642 (동인동2가)053-257-9810,1,대구광역시,중구
855,대구광역시 중구 남성로 61 (동성로3가)053-257-8616,1,대구광역시,중구
856,대구광역시 중구 달구벌대로 2085 (덕산동) 동아쇼핑053-254-1840,1,대구광역시,중구
857,대구광역시 중구 동성로 4 (동성로3가)053-427-8509,1,대구광역시,중구
858,대구광역시 중구 동성로5길 38 (삼덕동1가)053-256-8356,1,대구광역시,중구
859,대구광역시 중구 동성로5길 62 (삼덕동1가)053-421-8501,1,대구광역시,중구
860,대구광역시 북구 중앙대로 524 (칠성동2가)053-424-3435,1,대구광역시,북구
861,대구광역시 북구 유통단지로8길 78 106호 (산격동)053-381-3373,1,대구광역시,북구
862,대구광역시 북구 칠곡중앙대로 348 (태전동)053-312-3220,1,대구광역시,북구
863,대구광역시 북구 동천로 123053-326-8867,1,대구광역시,북구
864,대구광역시 북구 침산로 126 (침산동)053-352-8746,1,대구광역시,북구
865,대구광역시 북구 학정로 422 (구암동) 태을빌딩053-326-8649,1,대구광역시,북구
866,대구광역시 북구 대학로 75 (산격동)053-939-8502,1,대구광역시,북구
867,"대구광역시 달성군 유가면 테크노상업로 84 대경타워 105호, 106호, 107호053-611-3477",1,대구광역시,달성군
868,대구광역시 달성군 달구벌대로 861 (다사읍)053-586-8966,1,대구광역시,달성군
869,대전광역시 대덕구 한밭대로 1122 (중리동)042-626-3462,1,대전광역시,대덕구
870,대전광역시 대덕구 동서대로 1776 (비래동)042-621-9985,1,대전광역시,대덕구
871,대전광역시 대덕구 대덕대로 1544 (석봉동)042-933-3234,1,대전광역시,대덕구
872,"대전광역시 대덕구 송촌북로36번길 36, 1층 (송촌동)042-625-8671",1,대전광역시,대덕구
873,대전광역시 동구 옥천로 118 (판암동)042-283-3477,1,대전광역시,동구
874,"대전광역시 동구 동서대로 1689, 2층 (용전동)042-615-1461",1,대전광역시,동구
875,대전광역시 동구 동구청로 101 (가오동)042-285-7448,1,대전광역시,동구
876,대전광역시 동구 동서대로1695번길 4 (용전동)042-622-8578,1,대전광역시,동구
877,대전광역시 서구 한밭대로 755 (둔산동)042-482-3626,1,대전광역시,서구
878,대전광역시 서구 관저동로 170 (관저동)1층042-542-3634,1,대전광역시,서구
879,대전광역시 서구 문정로2번길 95 (탄방동)042-484-3593,1,대전광역시,서구
880,대전광역시 서구 복수남로 28 (복수동)042-583-3547,1,대전광역시,서구
881,대전광역시 서구 둔산남로 100 (탄방동)042-485-3466,1,대전광역시,서구
882,대전광역시 서구 대덕대로241번길 35 (둔산동)042-488-3291,1,대전광역시,서구
883,대전광역시 서구 둔산로123번길 43 (둔산동)042-471-3293,1,대전광역시,서구
884,대전광역시 서구 계백로 1128 (가수원동)042-542-3241,1,대전광역시,서구
885,대전광역시 서구 계룡로 692 (용문동)042-524-8926,1,대전광역시,서구
886,대전광역시 서구 관저로 142 (관저동)042-542-9824,1,대전광역시,서구
887,대전광역시 서구 대덕대로234번길 18 (둔산동)042-482-9811,1,대전광역시,서구
888,대전광역시 서구 동서대로 682 (도안동)042-826-1815,1,대전광역시,서구
889,대전광역시 서구 대덕대로 189 (둔산동)042-482-9791,1,대전광역시,서구
890,대전광역시 서구 만년로 81 (만년동)042-486-7836,1,대전광역시,서구
